,ADDRESS,SALARY,COMPANY,TITLE,LINK,DEGREE,EXP,TYPE,SKILL
39,Da Nang,,MTI TECHNOLOGY, Frontend Developer (HTML/CSS/JavaScript) ,https://itviec.com/viec-lam-it/frontend-developer-html-css-javascript-mti-technology-2718,,, Sản phẩm ,UI-UX
40,Da Nang,,MTI TECHNOLOGY, Frontend Developer (HTML/CSS/JavaScript) ,https://itviec.com/viec-lam-it/frontend-developer-html-css-javascript-mti-technology-2718,,, Sản phẩm ,JavaScript
41,Da Nang,,MTI TECHNOLOGY, [Urgent] IOS/Android Developer ,https://itviec.com/viec-lam-it/urgent-ios-android-developer-mti-technology-5641,,, Sản phẩm ,Android
42,Da Nang,,MTI TECHNOLOGY, [Urgent] IOS/Android Developer ,https://itviec.com/viec-lam-it/urgent-ios-android-developer-mti-technology-5641,,, Sản phẩm ,iOS
43,Da Nang,,MTI TECHNOLOGY, [Urgent] IOS/Android Developer ,https://itviec.com/viec-lam-it/urgent-ios-android-developer-mti-technology-5641,,, Sản phẩm ,Swift
44,Da Nang,,MTI TECHNOLOGY, [Urgent] Java Developer ,https://itviec.com/viec-lam-it/urgent-java-developer-mti-technology-4731,,, Sản phẩm ,CSS
45,Da Nang,,MTI TECHNOLOGY, [Urgent] Java Developer ,https://itviec.com/viec-lam-it/urgent-java-developer-mti-technology-4731,,, Sản phẩm ,JavaScript
46,Da Nang,,MTI TECHNOLOGY, [Urgent] Java Developer ,https://itviec.com/viec-lam-it/urgent-java-developer-mti-technology-4731,,, Sản phẩm ,Java
47,Da Nang,,NFQ Asia (8bit Rockstars), Senior NodeJS Developers (MySQL/ReactJS) ,https://itviec.com/viec-lam-it/senior-nodejs-developers-mysql-reactjs-nfq-asia-8bit-rockstars-1007,,4 year, Dịch vụ ,NodeJS
48,Da Nang,,NFQ Asia (8bit Rockstars), Senior NodeJS Developers (MySQL/ReactJS) ,https://itviec.com/viec-lam-it/senior-nodejs-developers-mysql-reactjs-nfq-asia-8bit-rockstars-1007,,4 year, Dịch vụ ,JavaScript
49,Da Nang,,NFQ Asia (8bit Rockstars), Senior NodeJS Developers (MySQL/ReactJS) ,https://itviec.com/viec-lam-it/senior-nodejs-developers-mysql-reactjs-nfq-asia-8bit-rockstars-1007,,4 year, Dịch vụ ,MySQL
50,Da Nang,,Novahub Studio, 01 Project Manager ,https://itviec.com/viec-lam-it/01-project-manager-novahub-studio-3246,,2 years, Dịch vụ ,English
51,Da Nang,,Novahub Studio, 01 Project Manager ,https://itviec.com/viec-lam-it/01-project-manager-novahub-studio-3246,,2 years, Dịch vụ ,Project
52,Da Nang,,Novahub Studio, 01 Project Manager ,https://itviec.com/viec-lam-it/01-project-manager-novahub-studio-3246,,2 years, Dịch vụ ,Manager
53,Da Nang,,Novahub Studio, 01 Project Manager ,https://itviec.com/viec-lam-it/01-project-manager-novahub-studio-3246,,2 years, Dịch vụ ,Manager
54,Da Nang,,Retail Exchange Network," Full Stack Web Developer JavaScript,.NET ",https://itviec.com/viec-lam-it/full-stack-web-developer-javascript-net-retail-exchange-network-0748,,1 year, Sản phẩm ,C#
55,Da Nang,,Retail Exchange Network," Full Stack Web Developer JavaScript,.NET ",https://itviec.com/viec-lam-it/full-stack-web-developer-javascript-net-retail-exchange-network-0748,,1 year, Sản phẩm ,SQL
56,Da Nang,,Retail Exchange Network," Full Stack Web Developer JavaScript,.NET ",https://itviec.com/viec-lam-it/full-stack-web-developer-javascript-net-retail-exchange-network-0748,,1 year, Sản phẩm ,JavaScript
57,Da Nang,,mgm technology partners Vietnam, DevOps Engineer ,https://itviec.com/viec-lam-it/devops-engineer-mgm-technology-partners-vietnam-5209,engineering or natural sciences (university or technical college),2+, Dịch vụ ,DevOps
58,Da Nang,,mgm technology partners Vietnam, DevOps Engineer ,https://itviec.com/viec-lam-it/devops-engineer-mgm-technology-partners-vietnam-5209,engineering or natural sciences (university or technical college),2+, Dịch vụ ,Linux
59,Da Nang,,mgm technology partners Vietnam, DevOps Engineer ,https://itviec.com/viec-lam-it/devops-engineer-mgm-technology-partners-vietnam-5209,engineering or natural sciences (university or technical college),2+, Dịch vụ ,System
60,Da Nang,,mgm technology partners Vietnam, DevOps Engineer ,https://itviec.com/viec-lam-it/devops-engineer-mgm-technology-partners-vietnam-5209,engineering or natural sciences (university or technical college),2+, Dịch vụ ,Engineer
61,Da Nang,,mgm technology partners Vietnam, Junior Web Application Security Engineer ,https://itviec.com/viec-lam-it/junior-web-application-security-engineer-mgm-technology-partners-vietnam-5150,engineering or natural sciences (university or technical college),, Dịch vụ ,Java
62,Da Nang,,mgm technology partners Vietnam, Junior Web Application Security Engineer ,https://itviec.com/viec-lam-it/junior-web-application-security-engineer-mgm-technology-partners-vietnam-5150,engineering or natural sciences (university or technical college),, Dịch vụ ,JavaScript
63,Da Nang,,mgm technology partners Vietnam, Junior Web Application Security Engineer ,https://itviec.com/viec-lam-it/junior-web-application-security-engineer-mgm-technology-partners-vietnam-5150,engineering or natural sciences (university or technical college),, Dịch vụ ,Tester
64,Da Nang,,mgm technology partners Vietnam, Senior Java Developer ,https://itviec.com/viec-lam-it/senior-java-developer-mgm-technology-partners-vietnam-5128,engineering or natural sciences (university or technical college),3+, Dịch vụ ,Java
65,Da Nang,,mgm technology partners Vietnam, Senior Java Developer ,https://itviec.com/viec-lam-it/senior-java-developer-mgm-technology-partners-vietnam-5128,engineering or natural sciences (university or technical college),3+, Dịch vụ ,SQL
66,Da Nang,,mgm technology partners Vietnam, Senior Java Developer ,https://itviec.com/viec-lam-it/senior-java-developer-mgm-technology-partners-vietnam-5128,engineering or natural sciences (university or technical college),3+, Dịch vụ ,JavaScript
67,Ha Noi,,ABIVIN, Back-end Engineer (NodeJS) - Làm sau Tết ,https://itviec.com/viec-lam-it/back-end-dev-nodejs-di-lam-sau-tet-abivin-5100,,, Sản phẩm ,NodeJS
68,Ha Noi,,ABIVIN, Back-end Engineer (NodeJS) - Làm sau Tết ,https://itviec.com/viec-lam-it/back-end-dev-nodejs-di-lam-sau-tet-abivin-5100,,, Sản phẩm ,DevOps
69,Ha Noi,,ABIVIN, Back-end Engineer (NodeJS) - Làm sau Tết ,https://itviec.com/viec-lam-it/back-end-dev-nodejs-di-lam-sau-tet-abivin-5100,,, Sản phẩm ,JavaScript
70,Ha Noi,,ACAZIA, Frontend Developer (HTML/CSS/Javascript) ,https://itviec.com/viec-lam-it/frontend-developer-html-css-javascript-acazia-1735,,, Sản phẩm ,HTML5
71,Ha Noi,,ACAZIA, Frontend Developer (HTML/CSS/Javascript) ,https://itviec.com/viec-lam-it/frontend-developer-html-css-javascript-acazia-1735,,, Sản phẩm ,CSS
72,Ha Noi,,ACAZIA, Frontend Developer (HTML/CSS/Javascript) ,https://itviec.com/viec-lam-it/frontend-developer-html-css-javascript-acazia-1735,,, Sản phẩm ,JavaScript
73,Ha Noi,,ACAZIA," iOS Developer (C, C++) ",https://itviec.com/viec-lam-it/ios-developer-c-c-acazia-2604,,1, Sản phẩm ,C++
74,Ha Noi,,ACAZIA," iOS Developer (C, C++) ",https://itviec.com/viec-lam-it/ios-developer-c-c-acazia-2604,,1, Sản phẩm ,C
75,Ha Noi,,ACAZIA," iOS Developer (C, C++) ",https://itviec.com/viec-lam-it/ios-developer-c-c-acazia-2604,,1, Sản phẩm ,language
76,Ha Noi,,ACAZIA," iOS Developer (C, C++) ",https://itviec.com/viec-lam-it/ios-developer-c-c-acazia-2604,,1, Sản phẩm ,iOS
77,Ha Noi,,AKB Software, 5 PHP Devs (SQL) - Có thể đi làm sau Tết ,https://itviec.com/viec-lam-it/5-php-dev-sql-co-the-di-lam-sau-tet-akb-software-1317,"Cao đẳng, Đại học chuyên ngành công nghệ thông tin",, Dịch vụ ,PHP
78,Ha Noi,,AKB Software, 5 PHP Devs (SQL) - Có thể đi làm sau Tết ,https://itviec.com/viec-lam-it/5-php-dev-sql-co-the-di-lam-sau-tet-akb-software-1317,"Cao đẳng, Đại học chuyên ngành công nghệ thông tin",, Dịch vụ ,Java
79,Ha Noi,,AKB Software, 5 PHP Devs (SQL) - Có thể đi làm sau Tết ,https://itviec.com/viec-lam-it/5-php-dev-sql-co-the-di-lam-sau-tet-akb-software-1317,"Cao đẳng, Đại học chuyên ngành công nghệ thông tin",, Dịch vụ ,SQL
80,Ha Noi,,ASCEND, Java Team Leader (Full-stack) ,https://itviec.com/viec-lam-it/java-team-leader-full-stack-ascend-3217,Computer Science or Math preferred.,, Sản phẩm ,AngularJS
81,Ha Noi,,ASCEND, Java Team Leader (Full-stack) ,https://itviec.com/viec-lam-it/java-team-leader-full-stack-ascend-3217,Computer Science or Math preferred.,, Sản phẩm ,Java
82,Ha Noi,,ASCEND, Java Team Leader (Full-stack) ,https://itviec.com/viec-lam-it/java-team-leader-full-stack-ascend-3217,Computer Science or Math preferred.,, Sản phẩm ,ReactJS
83,Ha Noi,,ASCEND, Senior QA Automation ,https://itviec.com/viec-lam-it/senior-qa-automation-up-to-1400-ascend-3250,fields related to IT,, Sản phẩm ,QA
84,Ha Noi,,ASCEND, Senior QA Automation ,https://itviec.com/viec-lam-it/senior-qa-automation-up-to-1400-ascend-3250,fields related to IT,, Sản phẩm ,QC
85,Ha Noi,,ASCEND, Senior QA Automation ,https://itviec.com/viec-lam-it/senior-qa-automation-up-to-1400-ascend-3250,fields related to IT,, Sản phẩm ,English
86,Ha Noi,,ASCEND, Senior QA Automation ,https://itviec.com/viec-lam-it/senior-qa-automation-up-to-1400-ascend-3250,fields related to IT,, Sản phẩm ,Tester
87,Ha Noi,,ATO," 02 .NET Developers (C#, ASP.NET) ",https://itviec.com/viec-lam-it/02-net-developers-c-asp-net-ato-0622,"đại học, cao đẳng chuyên ngành CNTT, Toán Tin ứng dụng hoặc Tốt nghiệp hệ thống Apptech, NIIT.",, Sản phẩm ,.NET
88,Ha Noi,,ATO," 02 .NET Developers (C#, ASP.NET) ",https://itviec.com/viec-lam-it/02-net-developers-c-asp-net-ato-0622,"đại học, cao đẳng chuyên ngành CNTT, Toán Tin ứng dụng hoặc Tốt nghiệp hệ thống Apptech, NIIT.",, Sản phẩm ,C#
89,Ha Noi,,ATO," 02 .NET Developers (C#, ASP.NET) ",https://itviec.com/viec-lam-it/02-net-developers-c-asp-net-ato-0622,"đại học, cao đẳng chuyên ngành CNTT, Toán Tin ứng dụng hoặc Tốt nghiệp hệ thống Apptech, NIIT.",, Sản phẩm ,ASP.NET
90,Ha Noi,,"Ace Antenna Co., Ltd", R&D Engineer ,https://itviec.com/viec-lam-it/r-d-engineer-ace-antenna-co-ltd-1030,,, Sản phẩm ,Business
91,Ha Noi,,"Ace Antenna Co., Ltd", R&D Engineer ,https://itviec.com/viec-lam-it/r-d-engineer-ace-antenna-co-ltd-1030,,, Sản phẩm ,Analyst
92,Ha Noi,,"Ace Antenna Co., Ltd", R&D Engineer ,https://itviec.com/viec-lam-it/r-d-engineer-ace-antenna-co-ltd-1030,,, Sản phẩm ,Database
93,Ha Noi,,"Ace Antenna Co., Ltd", R&D Engineer ,https://itviec.com/viec-lam-it/r-d-engineer-ace-antenna-co-ltd-1030,,, Sản phẩm ,English
94,Ha Noi,,Agiletech," Developer (Java, ReactJS, NodeJS) ",https://itviec.com/viec-lam-it/developer-java-reactjs-nodejs-agiletech-0909,,, Sản phẩm ,Java
95,Ha Noi,,Agiletech," Developer (Java, ReactJS, NodeJS) ",https://itviec.com/viec-lam-it/developer-java-reactjs-nodejs-agiletech-0909,,, Sản phẩm ,NodeJS
96,Ha Noi,,Agiletech," Developer (Java, ReactJS, NodeJS) ",https://itviec.com/viec-lam-it/developer-java-reactjs-nodejs-agiletech-0909,,, Sản phẩm ,ReactJS
97,Ha Noi,,Allied Tech Base, 6 Senior PHP Dev(Laravel) Đi làm sau Tết ,https://itviec.com/viec-lam-it/1800-6-php-senior-dev-di-lam-sau-tet-allied-tech-base-5026,,, Sản phẩm ,PHP
98,Ha Noi,,Allied Tech Base, 6 Senior PHP Dev(Laravel) Đi làm sau Tết ,https://itviec.com/viec-lam-it/1800-6-php-senior-dev-di-lam-sau-tet-allied-tech-base-5026,,, Sản phẩm ,JavaScript
99,Ha Noi,,Allied Tech Base, 6 Senior PHP Dev(Laravel) Đi làm sau Tết ,https://itviec.com/viec-lam-it/1800-6-php-senior-dev-di-lam-sau-tet-allied-tech-base-5026,,, Sản phẩm ,Laravel
100,Ha Noi,,Allied Tech Base, 8 PHP Developer (Laravel) Đi làm sau Tết ,https://itviec.com/viec-lam-it/8-php-developer-laravel-di-lam-sau-tet-allied-tech-base-2410,,1~3, Sản phẩm ,PHP
101,Ha Noi,,Allied Tech Base, 8 PHP Developer (Laravel) Đi làm sau Tết ,https://itviec.com/viec-lam-it/8-php-developer-laravel-di-lam-sau-tet-allied-tech-base-2410,,1~3, Sản phẩm ,JavaScript
102,Ha Noi,,Allied Tech Base, 8 PHP Developer (Laravel) Đi làm sau Tết ,https://itviec.com/viec-lam-it/8-php-developer-laravel-di-lam-sau-tet-allied-tech-base-2410,,1~3, Sản phẩm ,Laravel
103,Ha Noi,,BIP Vietnam, .NET Developers (Up To 1500$) ,https://itviec.com/viec-lam-it/net-developer-tester-up-to-1500-bip-vietnam-4544,,, Sản phẩm ,C#
104,Ha Noi,,BIP Vietnam, .NET Developers (Up To 1500$) ,https://itviec.com/viec-lam-it/net-developer-tester-up-to-1500-bip-vietnam-4544,,, Sản phẩm ,MVC
105,Ha Noi,,BIP Vietnam, .NET Developers (Up To 1500$) ,https://itviec.com/viec-lam-it/net-developer-tester-up-to-1500-bip-vietnam-4544,,, Sản phẩm ,.NET
106,Ha Noi,,BOCASAY," Technical Lead (PHP, JavaScript, Agile) ",https://itviec.com/viec-lam-it/technical-lead-php-javascript-agile-bocasay-5337,,5, Dịch vụ ,Agile
107,Ha Noi,,BOCASAY," Technical Lead (PHP, JavaScript, Agile) ",https://itviec.com/viec-lam-it/technical-lead-php-javascript-agile-bocasay-5337,,5, Dịch vụ ,JavaScript
108,Ha Noi,,BOCASAY," Technical Lead (PHP, JavaScript, Agile) ",https://itviec.com/viec-lam-it/technical-lead-php-javascript-agile-bocasay-5337,,5, Dịch vụ ,PHP
109,Ha Noi,,Beeketing, Back-end Developer (PHP/Java/Golang) ,https://itviec.com/viec-lam-it/back-end-developer-php-java-golang-beeketing-2810,,, Sản phẩm ,Java
110,Ha Noi,,Beeketing, Back-end Developer (PHP/Java/Golang) ,https://itviec.com/viec-lam-it/back-end-developer-php-java-golang-beeketing-2810,,, Sản phẩm ,PHP
111,Ha Noi,,Beeketing, Back-end Developer (PHP/Java/Golang) ,https://itviec.com/viec-lam-it/back-end-developer-php-java-golang-beeketing-2810,,, Sản phẩm ,Golang
112,Ha Noi,,Beetsoft, Junior/Senior .NET ,https://itviec.com/viec-lam-it/junior-senior-net-beetsoft-5424,,, Dịch vụ ,MySQL
113,Ha Noi,,Beetsoft, Junior/Senior .NET ,https://itviec.com/viec-lam-it/junior-senior-net-beetsoft-5424,,, Dịch vụ ,ASP.NET
114,Ha Noi,,Beetsoft, Junior/Senior .NET ,https://itviec.com/viec-lam-it/junior-senior-net-beetsoft-5424,,, Dịch vụ ,.NET
115,Ha Noi,,British University Vietnam (BUV)," Software Engineer (Java, PHP, .NET) ",https://itviec.com/viec-lam-it/software-engineer-java-php-net-british-university-vietnam-buv-5656,"Computer Science, Information Technology, Computer Engineering or related field.",, Sản phẩm ,Java
116,Ha Noi,,British University Vietnam (BUV)," Software Engineer (Java, PHP, .NET) ",https://itviec.com/viec-lam-it/software-engineer-java-php-net-british-university-vietnam-buv-5656,"Computer Science, Information Technology, Computer Engineering or related field.",, Sản phẩm ,PHP
117,Ha Noi,,British University Vietnam (BUV)," Software Engineer (Java, PHP, .NET) ",https://itviec.com/viec-lam-it/software-engineer-java-php-net-british-university-vietnam-buv-5656,"Computer Science, Information Technology, Computer Engineering or related field.",, Sản phẩm ,.NET
118,Ha Noi,,CASTIS Corp, Project Manager (1000$- 1300$) ,https://itviec.com/viec-lam-it/project-manager-1000-1300-castis-corp-0556,,1 year, Sản phẩm ,Team
119,Ha Noi,,CASTIS Corp, Project Manager (1000$- 1300$) ,https://itviec.com/viec-lam-it/project-manager-1000-1300-castis-corp-0556,,1 year, Sản phẩm ,Leader
120,Ha Noi,,CASTIS Corp, Project Manager (1000$- 1300$) ,https://itviec.com/viec-lam-it/project-manager-1000-1300-castis-corp-0556,,1 year, Sản phẩm ,Project
121,Ha Noi,,CASTIS Corp, Project Manager (1000$- 1300$) ,https://itviec.com/viec-lam-it/project-manager-1000-1300-castis-corp-0556,,1 year, Sản phẩm ,Manager
122,Ha Noi,,CASTIS Corp, Project Manager (1000$- 1300$) ,https://itviec.com/viec-lam-it/project-manager-1000-1300-castis-corp-0556,,1 year, Sản phẩm ,Business
123,Ha Noi,,CASTIS Corp, Project Manager (1000$- 1300$) ,https://itviec.com/viec-lam-it/project-manager-1000-1300-castis-corp-0556,,1 year, Sản phẩm ,Analyst
124,Ha Noi,,CASTIS Corp," Senior Developer (Spring,Java) ",https://itviec.com/viec-lam-it/senior-developer-spring-java-castis-corp-4423,,4 years, Sản phẩm ,Java
125,Ha Noi,,CASTIS Corp," Senior Developer (Spring,Java) ",https://itviec.com/viec-lam-it/senior-developer-spring-java-castis-corp-4423,,4 years, Sản phẩm ,Team
126,Ha Noi,,CASTIS Corp," Senior Developer (Spring,Java) ",https://itviec.com/viec-lam-it/senior-developer-spring-java-castis-corp-4423,,4 years, Sản phẩm ,Leader
127,Ha Noi,,CASTIS Corp," Senior Developer (Spring,Java) ",https://itviec.com/viec-lam-it/senior-developer-spring-java-castis-corp-4423,,4 years, Sản phẩm ,Spring
128,Ha Noi,,CASTIS Corp, System Engineer (Linux) - Up to $1000 ,https://itviec.com/viec-lam-it/system-engineer-linux-java-castis-corp-0015,,1 years, Sản phẩm ,Linux
129,Ha Noi,,CASTIS Corp, System Engineer (Linux) - Up to $1000 ,https://itviec.com/viec-lam-it/system-engineer-linux-java-castis-corp-0015,,1 years, Sản phẩm ,System
130,Ha Noi,,CASTIS Corp, System Engineer (Linux) - Up to $1000 ,https://itviec.com/viec-lam-it/system-engineer-linux-java-castis-corp-0015,,1 years, Sản phẩm ,Engineer
131,Ha Noi,,CASTIS Corp, System Engineer (Linux) - Up to $1000 ,https://itviec.com/viec-lam-it/system-engineer-linux-java-castis-corp-0015,,1 years, Sản phẩm ,System
132,Ha Noi,,CASTIS Corp, System Engineer (Linux) - Up to $1000 ,https://itviec.com/viec-lam-it/system-engineer-linux-java-castis-corp-0015,,1 years, Sản phẩm ,Admin
133,Ha Noi,,"CHIE SE CO.,LTD", .NET Developer (Lương tới 1500$) ,https://itviec.com/viec-lam-it/system-engineer-database-c-chie-se-co-ltd-5458,,, Sản phẩm ,Database
134,Ha Noi,,"CHIE SE CO.,LTD", .NET Developer (Lương tới 1500$) ,https://itviec.com/viec-lam-it/system-engineer-database-c-chie-se-co-ltd-5458,,, Sản phẩm ,.NET
135,Ha Noi,,"CHIE SE CO.,LTD", .NET Developer (Lương tới 1500$) ,https://itviec.com/viec-lam-it/system-engineer-database-c-chie-se-co-ltd-5458,,, Sản phẩm ,System
136,Ha Noi,,"CHIE SE CO.,LTD", .NET Developer (Lương tới 1500$) ,https://itviec.com/viec-lam-it/system-engineer-database-c-chie-se-co-ltd-5458,,, Sản phẩm ,Engineer
137,Ha Noi,,CIMB Bank Vietnam, Application Support (System Engineer) ,https://itviec.com/viec-lam-it/application-support-system-engineer-cimb-bank-vietnam-4421,,5, Sản phẩm ,System
138,Ha Noi,,CIMB Bank Vietnam, Application Support (System Engineer) ,https://itviec.com/viec-lam-it/application-support-system-engineer-cimb-bank-vietnam-4421,,5, Sản phẩm ,Engineer
139,Ha Noi,,CIMB Bank Vietnam, Application Support (System Engineer) ,https://itviec.com/viec-lam-it/application-support-system-engineer-cimb-bank-vietnam-4421,,5, Sản phẩm ,System
